review_text,label
Want to canceled Now... Thank you.,1
"Love the magazine, we are over 60 now, so we like to see things when we were young  keep up the fantastic seditions",5
What can you say about the perfect golf magazine?  My husband loves it.  Perfect gift for him!,5
The papers were delivered 2 dos after publication.  Best to go directly through the publisher and get it delivered same day.,1
I ordered Vanity Fair on May 8th and still have not received the magazine as of 6/09.,1
"Good magazine, nothing spectacular.",3
"As soon as I downloaded this magazine my kindle went slowerer and slowerer. Not to mention,it has a horrible topic. Also I think they read this book in hell",1
I used to get the print version of this magazine and loved every issue (I still have some hanging around).  I really like that I can get this on my kindle now.,4
"A few stories are riceless, most are good and a very few are bombs; overall the mix is enjoyable.  In addition they are just the right lentgth to read in one sitting.",4
This magazine gives a broad range of articles on anything from hunting to fishing to shooting.  Great to have laying around.,5
Great magazine. Provides a lot of ideas. Great inspiration. Next future home is a log home for us.,4
i only received two magazines in a year. it's a theft,1
"I ordered Reader's Digest on-line and requested the  large-print version.  When it arrived, it was the regular small-print version.  I would like to receive what I ordered.",1
I Love all the ideas of home styling it has been a big help when decorating my house. Thank you,5
It is a decent magazine.  Gives guidelines for workouts and eating habits but after a year you're reading the same information just written differently.,3
Love this Magazine! The magazine I get!,5
"I like it because the vaiarity of  subjects and I admire Oprah a lot and the last page  What I know for sure, is my favorit one and what I read it first.",4
We ordered this more than 6 weeks ago and still haven't received it.  I hope it actually comes or I threw $5 out the window.,1
"Very dissatisfied with the copy that I got. Torn, crumpled pages and looks like it has gotten wet. Couldn't even scan the pages properly.",1
Girl friend loves this magazine,5
The magazine is not downloading.,1
My 12 yo loves this!,5
I've yet to receive it. Full cry is a great magazine for anyone that hunts tree dogs its has lots of good information,4
I have been reading paper copy of this magazine  it's full of details and information I recommend this to any political reader,4
Best magazine on the market.,5
"My 14 year old has some special needs, this is a great magazine for him to be able to read and catch up on all of his sports information.",5
"I have not received my first magazine yet, although it has been two months since I ordered.",1
the first Issue was ok I hope the rest are better,3
One of the best publications for knife enthusiast !,5
Never ordered! I hope I wasn't charged!,1
Articles lack real content,1
You literally have to find contents from loads of advertisements.,1
Why don't they just call it the NEW WORLD ORDER magazine.  I cant believe anything in this mag.  Makes me sick.,1
Articles are not that interesting,3
Only got 2 of the magazines,1
My favorite magazine EVER.  Great recipes.  Love the different articles and tips/techniques.,5
The magazine is full of ads.  Not enough substance.  The Free weekender bag looks like it was sewed by a home economics student.  Very cheap!,2
"It has good info.. but it's very basic and things i've already heard.

nothing new found here.",3
So happy to have this subscription!,5
This magazine is one of my favorite subscriptions. Beauty and Fashion tips and tricks for the win.,5
My dad loves this magazine as he was an electrician and loves all things science!,5
"I had hopes for better content for my interest, its a good magazine just not for me and my interest.",2
Each edition has a nude in it.,2
The timeframe for us doesn't work ----- shows from 7 pm to 10 pm; no daytime shows.  But we do like to read the articles and the cheers and jeers.,3
Hard to read on kindle.  Get the paper format if uou want People.,1
Received three issues within a couple of weeks then nothing.,1
It was kind of a turn off this publication leaned to far left a couple of times. I wish they would stick with lifestyle and less with politics.,3
"An excellent magazine for tips, techniques and inspiration in all mediums.  The only thing I don't like is all the advertising.  Too much advertising.",4
"Well I never received the magazine, but I got the tote bag",1
Cant go wrong with this.  If you watch food network get this.,5
I look forward to every issue. The projects are top notch.  I have subscribed to several woodworking magazines.  Popular Woodworking is one of the best.,5
"Based on all the negative comments about Taste of Home, I will not subscribeto the magazine. In the past it was a great read.
Sorry it, too, has gone the 'way of the wind'.",1
Still have not received the magazine? Tracking says High Times will arrive sometime next month? What's up w/that? Should have given that info. When I placed the order.,1
I like the ideas but 70% is advertisements. Just as bad as commercials.,3
"The articles are decent, but the amount of info provided pails in comparison to what u can get with a simple Internet search.",3
Nothing really  iin it,1
Love this magazine.  Always able to find at least one helpful tip in every issue!,5
"Too expensive.  I just retired and I can not afford it any more.
V.S., Congers, NY",1
Do not like the new format.  Was a previous subscriber and like the format of the older magazines better.  Recipes have not been that great in the past couple of issues.,3
Mostly ads now. Disappointed.,2
"Easy to navigate, I enjoy way you can see the entire page but choose to zoom in on a specific article and then scroll to the next.",4
i wish there were zero stars. I only received one magazine since I paid for the subscription. Do not bother with this magazine. They have a lot of negative reviews for a reason!,1
My kids love this magazine! So many interesting facts and the posters are fun.,5
"One of my favorite magazines that was a great deal here on Amazon. I get lots of ideas for organizing, easier methods of cleaning, recipes, and crafts from Good Housekeeping.",5
"Even though some of the stories may be exaggerated, I still enjoy reading about all the celebrity drama. :-) :-)",4
If you are like me there is no such thing as too many decorating magazines.  I have subscribed to this one for years and it is well worth the price.,5
I am very displeased with this.  I tried to cancel my subscription but they would not do so.  I do not want this magazine.,1
"It is not a newsmagazine,just not for me.",1
Not the same magazine you grew up with. Not appropriate in content for children. I cancelled after the first issue arrived,1
My son likes this he doesn't love it. There are a fair amount of ads and it is hard for him to read alone.,3
"It's not that I hate it...on the contrary, I love this magazine...but I don't remember ordering it and never received any copies if I did",1
Our Granddaughter loves this magazine.,5
"Great Magazene to look for ideas, still & decorating rooms!",4
So many places to see and the pictures and recommendations are fantastic! Nat Geo continues it tradition of excellence in the Traveler edition of their magazine! Thanks Nat Geo!!,5
"Like a lot of the features, the layout & beautiful photography. Food features are sometimes have bizarre ingredients.",4
Time has become a political hate magazine; absolute garbage publication......stay clear of this trash and do not let political hate upset your life.,1
This is truly an unexpected Gem.  I found wonderful ideas on how to decorate my home from this magazine.  Really reminds you that a home is more than four walls and lot of stuff.,5
Too much celebraties. I'm not excited about who was where and when. I should have stuck with Vogue. W is a lot more hollywood conscious.,3
love it love it love it.,5
Not what I was looking for.,2
"good magazine, but long time to wait for first issue to arrive - up to 12 weeks",4
I just love IT!,5
great magazine for those who love new england,5
Tablet screens are too small for magazine reading. Please make available for kindle pc.,1
Got this as b-day gift for father-in-law. He loves it! and it is delivered as promised.,5
Love this magazine. Has lots of inspirational ideas for my shabby chic home. Also has lots of shops listed to purchase items for decorating.,5
"I cannot review this item because a month later, I still have not received the first issue of my subscription. Sorry

Frank Calderon",1
I could only down load part of this magazine and noe i want to just cancel it completely,1
"I am sure this will be a great magazine, but I have not received my first issue yet.",1
Only 60% of content successfully downloaded to my Kindle Fire hd tablet! This is not acceptable for a e-subscription!,1
Too long for the subscription to begib,2
nothing rec'd after multiple months,1
I am happy with it.,5
"Sadly they've turned against their readers, and worst of all, with psuedoscience.",1
Greatest birthday gift for my young grandsons!  They love it! Comes every month to their happiness!,5
"really disappointed in the magazine, just like the other on I got ( woman's day ) I should have checked it out first, years ago loved the mag. really disappointed",2
Never able to access the online version.....that was what I wanted....,1
every body know Better Homes is a great magazine. I love it for its gardening ideas and very helpful for where to put flowers and plants.,5
Got this for my mom.  She likes it but over the past year there has been a large increase in the amount of advertisements and a decrease in the qty and length of actual articles,3
"I love readers digest, it is my favorite magazine!  The price was excellent 2 years for $15",5
My favorite magazine looks great in its digital format.,5
The best.,5
CANCEL  MY SUB.....YOU ALL CAN GO TO HE DOUBLE L.,1
Love this magazine and the recipes are great also.,5
Great waiting for more,5
really boring articles,2
"good mag. nice articles and enjoy seeing the new things that are coming out.
nice articles on long term test of new cars",4
"This is a great way to lose those extra pounds, while having fun. Keeping your mind busy planning the trip,getting there;and your every move along the trail.",5
I absolutely love this magazine I read it cover-to-cover it is so informative and spirit-lifting,5
Love this magazine-always have. I look forward to receiving it every week in the mailbox and of course the year end special.,5
".. I discovered the Economist and understood what a real in depth weekly news magazine could be.  Sadly, Time does not really fit the bill anymore for me.",3
Not that interesting . Not really worth it. Try nylon instead,1
"Subscribed through Amazon for one year from July 2014 to July 2015. Got automatically renewed in April 2015 without notice, three months before it is supposed to renew.",1
I only received 3 magazine in total. I thought I'd get a magazine once a month. I will feel very disappointed with this subscription and will not renew.,1
Download uneven. 24 hours later content I still downloading.,1
"I only received 1 magazine when I had a year subscription from 01/04/2013 to 01/04/2014.  Don't buy this magazine, they will take your money but not deliver the product.",1
One of my favorite mags....,5
Grandson Loves it. I'm going to have to get it for my other grand children.,5
"Not as many recipes as I expected, but there were a few good vegetarian recipes.  First issue I received was geared a bit too much toward Vegan.",3
"Great magazine. Full of fantastic articles, delicious recipes and helpful advice. Magazine began arriving to my home within 2 weeks of ordering.",5
"If you want one sided biased reports that excludes much of what they preach, this is the magazine for you.",1
Watch out! They auto renew you and it's a pain to get it stopped!,1
Wish there were more every day recipes and less articles.,4
Digital edition doesn't work!,1
Comes in hand to see what's available,4
I order this magazine for my husband. He is very into cars. THis magazine is a great magazine to learn more about cars. This magazine is perfect for any one who like cars,4
Way too  many  add's ..,2
"what can i say, it's a motorcycle consumer new mad....good info",4
"Would like to see more printing materials and less photos and add.
Also more info regarding  vintage  watches  and results  of rare watches auctioned",3
Mostly Ads.  Not a very interesting magazine.  I will not renew.,2
Wonderful magazine!!!,5
"Got one magazine
And I got a last magazine notice 2 days later
Weird
If its true its a BAD DEAL!",1
"Auto renewal for magazines is a bad idea, because Amazon does not tell you what price they are renewed at.",1
perfect reading material,3
Love this magazine...thanks.,5
"Clearly, a magazine that would give credence to a liar, fraud, and ""organic"" shill like Vani Hari, is not a magazine that aims to bring any truth or knowledge to its readers.",1
"Horrifically useless.

Tried to return, and Amazon's site wouldn't take my email.  Ripoff.",1
Meh. It's okay.,3
"It's okay. Light on articles and heavy on advertising. Read my first issue, cover to cover, in about 35 minutes.",3
daughter who loves history enjoys this magazine,5
Us Weekly cannot go a week without a Kardashian on the cover.  I am sick of hearing about this family.  I didn't renew my subscription.,1
I thought I was getting a printed copy of the magazine.....,1
I get this magazine for myself and my daughter.  We both love it.,5
this is a great magazine i just love rachael ray and she has alot of recipes am very happy to be getting it every month,5
Love this magazine and great price.,5
Not very interesting,2
This is a great magazine-I purchased it as a gift for my mom and she loves it!,5
I love how many recipes come in the magazine.,5
very inappropriate for a child .  canceled mine tonight . I would give it a minus one if i could . Gay issues should not be in children's magazines .,1
Great magazine with great pictures and ideas!,4
"Its okay, but not much content - mostly what was worn where by whom.  Not so much as ""what happened.""  Who did what.",3
I look forward to seeing this magazine everytime it arrives. My wife reads it also cover to cover,5
"I have subsribed to all the r/c mags for some time.

This mag has become a glorified catalog for the adertizers.

it used to be a real good mag once.",4
It's a good mag but nothing like it was in the past.,3
Too many damn recipes kind of boring,3
This would have been a great purchase because of the cost. Just over a month now and I have yet to see an actual issue be delivered.,1
I have been buying this magazine for my son-in-law for a few years now.  He loves getting it and refuses to throw any away.,5
Smaller magazine than othe running magazines but really good stories in it that I find myself reading instead of skimming,4
"I received a letter telling me that they were not publishing the magazine anymore, and replaced it with Glamour, so no, not happy.",1
love the mag. don't like being ask to subscribe on the first issue.,4
"Excellent magazine
Starting using the recipes as soon as I got it.
Fun to read and try all the ideas of cooking!!!!",5
I enjoyed the stories but was hoping for more focus around entrepreneurship and discussion around market trends.,3
Too long for the subscription to stRt,2
I did not request or want to renew.  You just did it on your own.  I should not have to pay for it,1
My daughter just loves it!  Highly recommend to horse lovers!,5
took a while to begin receiving at my dad's.  watch the end date - they automatically renew unless you tell them not to.,3
"Love this magazine, and the EASE of management of my subscriptions through Amazon!",5
The Best out there today....by any standard,5
"When I am not being made aware that there is an automatic renewal of my subscription it makes me feel like being taken advantage of,a feeling not really positive",1
This is my favorite magazine.,5
"Hi:
Hot Vws is a great magazine. Beleive me are more than 20 years that I buy this magazine.",5
"this is a beautiful magazine.  Seems to be written for the rich and famous and their designers.  Enjoy the pics, but not very useful for the average, retired and downsized person.",3
"Great magazine to just sit and enjoy the articles and helpful hints! I have picked it up at the grocery store over the past few years,  I decided to just subscribe!",4
Got it for my son but he had to cancel it because there were too many risqu&eacute; articles and pictures in it (he has 3 small boys),3
Totally pointless to humanity.,1
The AJN charged me twice for one subscription and then refused to give me a refund. The customer service reps were rude to deal with and I will never buy this product again.,1
Hard to see in tablet form.,3
too many advertisements in this magazine.,2
Disappointed that the online subscription was not included,1
"It is for  younger people, I am 70.",3
"Nothing great about this magazine, the picture quality is terrible and the articles are so bad.",1
"The price was a good value, however, it takes forever for the first issue to come. So if you order for a gift be sure and let the recipient know about the wait.",4
had to subscribe to a local one for information that was relevant to me in this local area of florida,1
"I was hoping this magazine had more travel articles so it,s just OK.",3
"This magazine was ordered on June 30th, my Son has not recieved it yet???????? So can not comment on a review at this time.",1
I have not recieved my copy yet.  It was supposed to be deliver by aug 1st.,1
Love Cosmo! Always have and always will! I'm glad they've finally started to include articles for my gay guy friends!,5
my wife likes this magazine,4
I never received my tote.  I already had and AD subscription and thought this would just extend it but now I get 2 copies of the magazine.,1
"I have long coveted this magazine.  If you enjoy design and architecture, this is an excellent magazine.",5
A measured and thoughtful perspective of the news.,4
"I love this mag!! The pictures are great, the articles are interesting, I have no complaints! Thanks for providing me an opportunity to purchase for my kindle ap.",5
Instructions on how to access the electronic version must be provided. An access link would be best.,1
"It's a nice magazine but not enough in them these days to warrant a renewal.  If cheap enough, it is worthwhile.",3
"Interesting articles of local interest, but too many tourism ads.",3
It didn't meet my expectations.,1
It's almost like getting a book because it's so artfully laid out. It's definitely something I will save after I read.,4
it is not easy to read have to kept going back from the beginning to where you left off every time you stop. printing too small,1
Great ideas with food recipes!,4
where is the pictures?? and $3.99 for this? i bought a .99 book on here with 93 pages. thats way better than this. trust me do not buy it its a waste of money.,1
Too many advertisements they have really cut back on this magazine,3
"Boring magazine, and arrived damaged.",2
"Almost all advertising.  Lots of ready to fly stuff, but not much building.  Not in the same league with Model Airplane News and other similar magazines.",2
"This is an Awesome magazine that honors God and Christian living. Give it a try and you want be disappointed. I plan to be a subscriber for many years to come.
Blessings
Wendy",5
I never get tired of T & L.  Always so interesting.,5
Love it. Looking forward to my next issue.,5
PRETTY GOOD BOOK. IT WAS A PRESENT FOR MY DAD. HE SEEMED HAPPY WITH IT.,4
Packed with so much information.  I look forward to getting it each time.,5
I no longer like primitive country decor.,1
I have a paper version of Prevention..but I can not signup to get a kindle version? All my other  other magazines allow me to sign in and download the online version...what gives?,1
"Woman's World has lots of quick, newsy bits of food, fashion, fitness, and fun. I learn something new every issue. Plus I love doing the crossword and sudoku puzzles.",5
"This magazine is a fun read filled with a wealth of hunting/fishing intel, stories and tips! I highly recommend it!",5
"On the order of People Magazine, enjoy reading it.  Was offered free on my Kindle, and I'm glad I ordered it.",4
Love this magazine and love the price through Amazon.,5
I'm tired of seeing the Gender Revolution cover too.,3
I haven't gotten issue and it's already in the stores. The digital version is not friendly and easy accessible. Not a fan but still love the mag,1
"So many great projects, so little time!",3
I love this magazine and always pass it on to my fellow workers and they get to enjoy it too. The articles are so informative,5
best predator mag out there,5
"Enjoyed the diversity of topics, and the well written articles.  Gave me pause for thought.  Look forward to the next issue.",4
Like most of these magazines the adds overwhelm and the articles under-whelm. Outside is starting to look like a glamour magazine. So sad it use to be a good resource.,3
"I was very disappointed with this magazine, and it frankly had no redeeming qualities.",1
Great magazine! I only paid $5 for a year subscription & it arrived earlier than expected!,5
I love that I see so much of my style and personality in BHG!,5
"A great mix of general nutrition , lifestyle , and exercise articles .",4
"informative; not too complicated; easy to understand; helpful to both T1 and T2 diabetics and families, newly diagnosed or long term.",4
thought it was just a regualr travel magazine,1
Love Vogue; loyal subscriber for years. Did not receive the the free clutch though!,4
"What a disappointment; don't waste your money, as it's 90% ads.  A shadow of the 1980's/90's publication.  Two thumbs down :(",1
"I love this magazine and always will. Great ideas, picture and articles.",5
Awful way to look at the magazine. Text doesn't enlarge as this app does not support this magazine. Buy only if you want to get frustrated,1
A nice variety of features & articles.,4
It's all ads,2
"Wish there was more fashion and articles, less politics.",4
i can't use all access. no tablelet.,1
"""This title is not available for customers from your location in: Europe""
If I want to pay for your magazine, why not let me do this?",1
"My 13 year old granddaughter enjoyed the magazine. Unfortunately, she lives in another State and we haven't discussed the magazine after the first issue.",4
This was described as 12 issues per year and the July and August issue is combined in one magazine with approximately the same amount of pages as a one month issue.,3
love sports illustrated,5
Great magazine.....great articles....great recipes!  My favorite magazine....I love all the monthly recipes and have tried many with great success!  You're gonna love it!,5
Husband loves it!,5
"this was a gift for, my grandson.  this is his love.  he is waiting to be  accepted at a college in Boston with his guitars.",5
"Received magazine promptly. I have read this magazine before and happy to be getting it at such a good price.
Amazon.com is always a great place to purchase.",5
"As always, the Family Tree Magazine delivers. It is especially important to me because one of my quotes was included in this edition.",5
Excellent accessibility. Vanity Fair is a wonderfully written magazine. It is great to be able to take this with me.,5
The pages are so small that old eyes have a hard time . . . also you can't print out the recipes.,3
I don't recall ordering this in Spanish.,1
stupid magazine,1
"The perfect bite-sized goodness.  A work of art, a short story and a poem.  I look forward to this every week.",5
I would love to review this item but I have not received it yet.  I don't know if I have to wait a bit because it's a magazine or what but I really hope I get one soon.,1
Excellent magazine have read it for years.,5
"Some good recipes that I will us, many that I will not due to my tastes.",3
much to many ads and less stories,3
"Is exactly as I expected. I also get Penthouse magazine, but they seem to concentrate too much on the aroused vaginal entrance and costs a lot more.",3
"I like people magazine. However, one of the things I looked forward to each week was the celebrity puzzle in the back. I don't think I'll be renewing my subscription.",4
Love this magazine....been getting it for years and have no intention of stopping it!!,5
"I like the magazine. The only drawback that I find, is that I am not able to read the magazine in my Kindle Paperwhite.",4
I LOVE THE MAGAZINE I DESPISE THE KINDLE APP. IT HAS NEVER WORKED WELL. NOW I HAVE A KINDLE 7 HD AND A NEW VERSION OF THE APP AND IT STILL BEHAVES BADLY. UNBELIEVABLE.,1
I used to save them now I throw them away the day I get them and will never renew after 50 years as a  reader and subscriber.  Hefner has lost his mind to allow this!!!!,1
awesome devotional. I already had the devotional before I placed this order. I think it's amazing,5
It cannot even compare to it's former self.  I have saved stacks of Women's Days from the 70s and 80s.  I will not save one of these issues - nothing worthwhile.,1
"too much advertising and not enough content.  was hoping for more recipes,  not ads.  this is like oprahs mag....  25% legit content and 75% ads.",2
"Very unhappy, Unable to get my digital copy on Kindle app without being charged again.",1
This is a good magazine for people who will believe anything. Do yourself a favor and move on.,4
"This is a good magazine for finding health and beauty products but it takes eons to skim through all of the ads to get to these articles, which is why I rated it 3 stars.",3
"I love reading this magazine, it has very helpful articles.  The digital format makes it easier to carry around from my tablet to cell phone.",5
sucks (period),1
Have taken it for years and love it.,5
Much easier than carrying a bunch of magazines around,5
Stupidest magazine ever and I can't get them to stop sending them to me. They continue to charge my account and I have to dispute it every 6 months.,1
I was able to get a year's subscription for free.  Even if I wanted to pay I could have gotten it for $4 (one year).  The kindle price is not worth it.,1
I don't think they synced with my current subscription like they stated. They would ...so one star....I like the magazine a lot...,4
This is a wonderful magazine..I've cooked 3 recipes from it and will definitely make again...,5
The little bit of content in the magazine is great. There are way too many ads in it now. I have a few years worth of old issues and they were great. Now not so much.,3
"Everything was perfect, great transaction would do it again",5
"This magazine is by far my favorite home-decor subscription.  Decor ideas are out of the norm, without getting so far out that they can be implemented in almost anyone's home.",5
Love this mag. Gives me endless ideas.,5
"First time ordering Southern Living.  Has many, many advertisements and a few recipes.  I am disappointed in this magazine.",2
I WAS DISSAPOINTED WITH THIS MAGAZINE. WISH I'D BOUGHT IT OFF THE NEWS STAND FIRST.,1
"Good decorating ideas; however a little fancy. The subscription is only 10 issues per year, however, so it seemed like each one took a little while to arrive",4
Not what I expected...Will cancel.,1
For Hubby--not to my taste,3
I'm still waiting for my first issue. I ordered British Vogue directly from Vogue a few weeks after I ordered this. I'll be curious to see which one I get first.,1
i cant wait for each issue to arrive I love this magazine has tons of diy projects and tips,5
I hate it!  I couldn't get past the first 3 pages which were all pages geared to sales.  I plan to cancel my subscription.,1
"Absolutely LOVE this magazine!! Great articles, pictures, and ideas of where to go next for a vacation!",5
The most beautiful shelter magazine today!  Every issue has been thrilling.  I read it cover to cover and then pass it on.,5
"I ordered this in early July, I received one issue and nothing since. DONT ORDER",1
This business of automatically renewing a magazine and making it difficult to cancel is the reason I will never buy a subscription from Amazon again,1
"It's kind of OK, but NO big deal.",3
Pain in the ass to read this on a Kindle - and if signed for 30 day free trial. Good Luck finding a link to actually cancel it.,1
"WON'T OPEN ON KINDLE, WON'T ACCEPT ANY PASSWORD TO VERIFY ACCT ON CNTRAVELER WEBSITE. FORGET THIS ONE!",1
Good overall coverage but could use one or two extra stories on professional Lacrosse.,4
The daily Republi-con talking points begin with the drug report then are repeated by druggie Limbaugh. Save yourself the money.,1
"This is a great source of info on Tv, movies, music, and other forms of entertainment. You can't go wrong",4
"I may cancel this subscription. Somehow, I remember it being much better, a bit disappointed. Bring back the old curve!",2
"At first liked her magazine, but find each issue is always the same with the same commentators and same style. Will not renew.",3
"After a nasty hate filled blog post on Marie Claire's website, I will no longer subscribe to this publication until their editor and the author of the blog post are dismissed!",1
Do not use on the Kindle - wish I could delete it to free up space.,1
I LOVE this magazine!,5
I love having both the print and electronic version!,5
Great Stories.,4
"Excellent writing, top reporting and best cartoons",5
I love this magazine.  It's full of good articles and tips and coupons.  This is one magazine you will always want to continue getting.,5
"This magazine should be titled ""Sailing boats"". It is all about sailboats and sailing equipment.",1
"Informative articles aimed at the beginner. Ads, ads and more ads but they pay the bills. Worth subscribing to. Very Australian orientated.",4
Fantastic,5
